Project_ID,Project_Type,Building_Area_m2,Green_Certification_Level,Policy_Interventions,Lifecycle_Phase,Embodied_Emissions_tCO2e,Operational_Emissions_tCO2e,Supply_Chain_Emission_Share_%,ReadyMix_Concrete_Emission_tCO2e,Electric_Power_Emission_tCO2e,Lighting_Fixture_Emission_tCO2e,Material_Reuse_%,Renewable_Energy_%,Waste_Minimization_%,Urban_Sustainability_Score,Total_Lifecycle_Emissions_tCO2e,Emission_Reduction_%,Emission_Reduction_Class
P0996,Mid-rise,17751,None,1,Material Production,1100.55,2818.68,36.4,764.94,1043.25,58.14,38.7,35.4,11.0,63.2,3919.23,12.9,Low
P0997,Mid-rise,16563,Gold,0,Construction,1809.38,505.43,72.8,290.38,1120.93,70.7,33.6,9.6,20.9,62.4,2314.81,31.6,Medium
P0998,High-rise,10758,Silver,1,Material Production,1855.77,1653.02,59.4,454.09,1066.77,196.95,14.6,14.1,20.4,66.1,3508.79,24.6,Medium
P0999,High-rise,16544,Gold,0,End-of-life,299.28,2154.77,74.5,157.72,259.55,192.42,24.5,28.6,12.6,57.7,2454.05,27.4,Medium
P1000,Low-rise,5969,Gold,3,Construction,1677.15,2438.15,76.9,303.64,1019.65,174.21,5.5,28.6,33.2,21.3,4115.3,41.0,High
P1001,High-rise,6756,None,4,End-of-life,267.86,1874.15,32.7,813.61,491.98,90.14,23.6,22.2,21.8,87.5,2142.01,15.9,Medium
P1002,High-rise,11220,None,4,Material Production,860.91,2754.08,55.0,823.96,140.32,123.91,12.2,10.4,13.3,82.0,3614.99,17.0,Medium
P1003,High-rise,1669,Gold,4,Operation,1176.14,2843.38,48.7,286.38,680.76,47.07,17.5,0.3,37.9,33.1,4019.52,39.4,High
P1004,High-rise,1330,Silver,3,Operation,466.58,473.66,61.3,402.32,706.96,83.41,8.1,67.9,33.8,51.0,940.24,30.7,Medium
P1005,Low-rise,2151,Gold,3,Operation,1543.36,1386.4,69.7,220.81,754.04,271.36,11.5,66.0,39.3,77.8,2929.76,36.7,High
P1006,High-rise,18020,Gold,1,Operation,215.04,363.34,44.0,166.76,1086.75,294.31,3.8,33.9,27.7,93.5,578.38,34.0,Medium
P1007,Mid-rise,19694,Gold,3,End-of-life,503.48,1189.42,57.8,992.95,532.38,201.34,46.0,69.7,15.1,91.3,1692.9,40.0,High
P1008,Mid-rise,10018,Platinum,2,Operation,1245.43,1749.54,65.4,690.03,541.39,276.71,26.5,47.2,11.2,87.5,2994.97,45.7,High
P1009,High-rise,13758,Silver,2,End-of-life,1485.9,2759.15,36.7,587.89,184.77,199.97,19.8,4.8,26.5,31.9,4245.05,28.6,Medium
P1010,High-rise,16684,Silver,3,Construction,1849.96,2585.7,70.7,788.95,1061.55,29.3,26.8,8.2,39.2,88.6,4435.66,25.7,Medium
P1011,Mid-rise,1519,Silver,1,Operation,1469.89,644.25,60.3,856.07,894.96,299.09,31.4,64.1,25.1,85.9,2114.14,26.4,Medium
P1012,Mid-rise,10528,None,1,End-of-life,1409.2,551.18,77.5,826.04,589.2,47.71,46.1,44.1,35.3,48.3,1960.38,10.2,Low
P1013,Low-rise,12948,Silver,4,Operation,909.81,1891.02,47.0,114.89,1087.26,211.14,8.9,59.0,13.2,49.6,2800.83,31.2,Medium
P1014,Mid-rise,12985,Basic,0,Operation,202.31,1736.72,35.4,268.13,852.3,90.79,14.8,62.9,16.3,54.5,1939.03,7.5,Low
P1015,Mid-rise,1783,Platinum,2,Operation,416.29,1019.22,55.3,689.41,756.94,129.75,48.8,31.4,36.3,69.2,1435.51,44.4,High
P1016,High-rise,17543,Silver,4,End-of-life,1162.2,2728.52,34.3,438.18,815.85,200.86,18.6,3.4,30.3,39.6,3890.72,33.6,Medium
P1017,Mid-rise,18894,Silver,3,Material Production,1415.23,2803.89,78.5,984.23,990.89,142.22,1.1,13.2,39.3,21.7,4219.12,30.2,Medium
P1018,Low-rise,2233,Basic,2,Operation,951.41,1387.05,31.9,698.86,1024.0,90.15,7.4,4.7,31.0,30.6,2338.46,18.8,Medium
P1019,Mid-rise,19009,None,1,Operation,1515.22,2703.82,67.7,960.89,504.54,113.64,1.3,13.2,17.9,53.0,4219.04,11.8,Low
P1020,High-rise,19055,None,1,Construction,1139.35,1336.66,56.3,281.3,297.04,115.63,49.5,28.7,21.2,41.2,2476.01,12.5,Low
P1021,High-rise,16730,Silver,4,Material Production,333.52,2289.41,48.4,877.56,319.29,288.61,13.9,8.3,36.0,77.3,2622.93,33.8,Medium
P1022,Mid-rise,14972,None,2,End-of-life,545.63,1585.04,33.3,389.22,995.15,243.61,46.2,11.7,22.1,28.0,2130.67,11.8,Low
P1023,High-rise,13389,Silver,2,Construction,1712.0,630.97,61.1,990.61,1322.02,148.39,49.8,31.2,10.2,88.8,2342.97,26.8,Medium
P1024,Low-rise,3971,Platinum,0,Operation,1504.84,2805.42,59.3,241.92,673.29,75.95,30.0,23.8,17.4,87.1,4310.26,38.1,High
P1025,Low-rise,9528,Platinum,0,Construction,1810.57,1526.06,44.0,564.71,337.33,247.08,1.7,32.7,20.7,88.2,3336.63,41.0,High
P1026,Mid-rise,8829,Gold,4,Construction,411.6,2283.12,75.5,813.56,1159.24,64.01,4.1,30.0,3.9,75.5,2694.72,43.0,High
P1027,Mid-rise,2597,Basic,1,Operation,1982.4,1291.37,45.2,489.38,1265.49,78.93,24.1,45.1,29.8,28.0,3273.77,17.0,Medium
P1028,Mid-rise,14582,Platinum,3,Material Production,576.93,350.98,52.5,521.28,1332.82,122.48,20.3,65.6,4.4,52.9,927.91,50.9,High
P1029,High-rise,14430,Platinum,0,Material Production,221.2,571.43,57.2,987.72,949.56,266.5,30.3,7.6,16.2,29.9,792.63,38.0,High
P1030,Low-rise,10577,None,3,Construction,1995.36,1639.79,35.0,482.78,1305.02,56.9,21.9,6.9,32.2,94.1,3635.15,11.9,Low
P1031,Low-rise,6897,Gold,4,Operation,705.93,2162.9,76.6,643.66,121.58,54.23,46.7,59.7,18.7,45.0,2868.83,40.2,High
P1032,High-rise,3257,Basic,2,End-of-life,1402.44,1203.79,48.7,149.09,250.13,158.31,26.7,35.4,33.7,63.9,2606.23,15.2,Medium
P1033,Low-rise,18784,Gold,0,Construction,518.03,2177.82,34.0,857.99,229.61,97.39,34.7,53.6,13.7,78.5,2695.85,32.7,Medium
P1034,Mid-rise,19494,Platinum,2,End-of-life,1244.41,2186.32,49.4,683.35,1097.65,179.24,44.8,15.1,38.3,89.0,3430.73,50.0,High
P1035,Mid-rise,18333,None,3,Construction,1827.26,2200.63,60.0,463.62,197.41,146.46,7.3,58.0,8.4,76.7,4027.89,15.9,Medium
P1036,Mid-rise,5517,Platinum,2,Construction,776.33,1629.81,55.7,114.55,794.91,141.79,11.5,64.7,1.5,70.6,2406.14,44.5,High
P1037,Low-rise,16870,Silver,4,Operation,1406.46,2770.19,64.7,632.5,761.79,51.35,5.4,44.5,34.9,54.9,4176.65,31.9,Medium
P1038,Mid-rise,8499,Platinum,3,Operation,538.23,1620.83,32.8,111.39,534.98,59.49,7.0,7.4,30.1,65.4,2159.06,48.0,High
P1039,High-rise,10695,Silver,4,End-of-life,1324.63,1515.72,44.2,101.08,1318.57,249.9,25.6,62.7,9.3,27.1,2840.35,34.2,Medium
P1040,High-rise,2596,Gold,3,End-of-life,805.61,838.33,71.0,654.49,338.61,268.05,16.1,55.5,39.4,86.3,1643.94,35.6,High
P1041,Low-rise,15933,None,0,Material Production,580.17,1130.67,34.0,270.12,593.45,85.71,21.2,52.6,20.1,60.8,1710.84,3.3,Low
P1042,High-rise,11095,Basic,1,Operation,763.73,414.3,72.8,272.7,1183.84,51.77,49.1,2.6,38.0,23.0,1178.03,14.2,Low
P1043,High-rise,16441,None,1,Construction,521.91,2010.55,34.6,687.94,142.59,34.96,7.8,55.9,20.2,89.0,2532.46,9.1,Low
P1044,Low-rise,15578,Platinum,4,Construction,1823.45,971.05,71.7,148.33,1042.13,190.32,27.0,9.7,18.9,56.7,2794.5,52.2,High
P1045,Mid-rise,5605,Gold,3,Material Production,914.94,1121.22,48.0,382.07,1242.96,220.3,4.9,15.6,18.0,85.1,2036.16,38.3,High
P1046,Mid-rise,19862,Platinum,3,Operation,641.5,2381.2,60.6,234.49,1405.17,124.39,15.9,40.4,13.4,84.3,3022.7,48.7,High
P1047,Mid-rise,3339,Platinum,1,Construction,1007.13,1183.5,37.6,622.16,1326.82,210.31,26.4,18.5,21.3,81.2,2190.63,45.7,High
P1048,Low-rise,3884,None,0,Material Production,776.97,953.93,33.3,695.59,547.14,219.63,47.3,46.3,18.1,24.6,1730.9,2.0,Low
P1049,High-rise,11351,Basic,3,Material Production,1539.95,756.46,40.8,749.02,920.91,281.9,19.6,42.6,1.5,38.5,2296.41,16.6,Medium
P1050,Mid-rise,10553,None,2,Construction,1948.2,2392.12,36.4,329.71,208.21,38.16,3.2,7.6,10.4,85.7,4340.32,13.5,Low
P1051,Mid-rise,13993,Basic,1,Construction,988.46,650.21,45.6,180.32,461.02,73.84,19.4,45.9,8.5,87.4,1638.67,14.9,Low
P1052,Low-rise,17569,Basic,3,End-of-life,1749.86,1525.14,55.7,170.82,231.91,39.19,7.3,64.7,34.7,54.4,3275.0,19.6,Medium
P1053,Mid-rise,14639,Silver,0,Operation,1218.55,1668.71,59.4,483.54,541.26,263.04,11.5,11.3,24.0,53.0,2887.26,22.2,Medium
P1054,Low-rise,8031,Basic,1,End-of-life,483.02,2155.95,69.5,951.26,1325.26,241.92,30.9,41.8,30.5,33.1,2638.97,17.1,Medium
P1055,High-rise,4783,None,2,Material Production,1443.12,2009.87,62.8,295.96,586.03,180.9,3.4,23.9,38.3,92.6,3452.99,14.0,Low
P1056,Low-rise,8236,None,0,Construction,1124.18,2488.95,60.4,331.07,886.66,43.43,23.2,32.2,25.8,36.0,3613.13,2.9,Low
P1057,Low-rise,8210,None,4,End-of-life,1371.09,420.83,50.6,190.8,706.73,96.53,30.5,20.1,39.3,34.3,1791.92,15.5,Medium
P1058,Low-rise,2119,Platinum,1,Material Production,1801.44,1100.39,53.7,645.01,742.48,103.36,21.1,24.8,12.5,69.6,2901.83,45.2,High
P1059,Low-rise,14475,Gold,0,Operation,992.78,1056.36,50.7,711.89,1457.4,177.01,1.0,2.0,7.5,38.2,2049.14,29.6,Medium
P1060,High-rise,13335,Platinum,1,Construction,1822.12,694.25,72.1,678.64,514.62,92.25,49.3,68.7,16.1,90.4,2516.37,42.8,High
P1061,High-rise,15761,Silver,3,End-of-life,1551.2,1080.78,41.5,875.02,978.25,40.43,18.4,43.7,18.8,20.8,2631.98,26.9,Medium
P1062,Mid-rise,1931,Basic,2,Operation,1079.49,1136.37,30.3,537.78,688.09,224.61,38.9,35.0,35.8,20.4,2215.86,17.2,Medium
P1063,High-rise,9567,Gold,2,End-of-life,1285.8,1709.09,62.6,221.01,185.6,103.74,16.3,26.9,22.4,57.9,2994.89,36.8,High
P1064,High-rise,5213,Basic,0,Material Production,786.05,2092.0,40.1,360.46,785.06,146.66,23.8,37.8,11.7,56.6,2878.05,10.9,Low
P1065,Mid-rise,10057,Basic,0,Operation,1970.48,1328.97,74.5,696.19,1238.68,55.75,19.4,26.6,29.7,32.3,3299.45,13.0,Low
P1066,High-rise,9935,Basic,2,End-of-life,1401.23,2242.57,73.0,651.81,238.25,244.71,17.1,25.2,20.2,57.1,3643.8,18.4,Medium
P1067,Low-rise,5498,None,4,Operation,278.92,1207.65,33.8,577.9,197.43,178.35,1.1,32.5,6.5,50.9,1486.57,15.1,Medium
P1068,Low-rise,662,Basic,4,Material Production,787.92,1083.77,35.3,714.67,315.08,272.44,18.0,19.3,23.1,86.8,1871.69,22.3,Medium
P1069,Mid-rise,2474,Basic,0,Operation,1321.97,1761.21,54.8,673.65,1170.16,158.73,44.5,12.6,36.5,20.7,3083.18,8.0,Low
P1070,Mid-rise,8961,Gold,2,End-of-life,301.4,364.03,60.5,893.19,1113.59,283.6,34.5,39.0,33.7,93.2,665.43,36.5,High
P1071,Mid-rise,17515,None,4,Material Production,242.99,515.43,43.7,627.41,891.02,269.72,7.3,59.0,23.5,66.8,758.42,14.3,Low
P1072,Low-rise,17789,Basic,1,Construction,1010.04,1428.52,65.8,800.74,755.52,181.41,29.6,10.7,15.1,31.4,2438.56,13.1,Low
P1073,High-rise,2514,Gold,4,End-of-life,798.84,2845.86,59.7,323.84,1343.66,281.49,44.6,2.3,3.5,23.5,3644.7,41.9,High
P1074,Low-rise,10333,None,0,End-of-life,988.94,2248.08,46.2,710.36,1173.38,110.46,35.0,17.3,18.8,60.4,3237.02,2.8,Low
P1075,Mid-rise,8396,Basic,4,Material Production,672.85,537.94,31.3,911.97,1236.72,122.38,7.4,68.6,30.1,37.6,1210.79,22.8,Medium
P1076,High-rise,704,Platinum,3,Material Production,496.49,2585.06,67.5,447.16,1238.57,32.73,43.4,58.0,14.4,42.6,3081.55,45.8,High
P1077,High-rise,17465,None,4,Construction,1440.46,2277.21,40.7,801.19,999.8,184.98,15.1,41.7,9.4,38.4,3717.67,18.6,Medium
P1078,Low-rise,9532,None,3,End-of-life,1126.23,1949.56,71.7,752.31,741.22,222.14,22.7,65.0,37.3,68.8,3075.79,14.7,Low
P1079,Mid-rise,5847,Silver,1,Material Production,560.28,2514.79,51.0,153.57,1310.55,236.59,26.3,31.2,32.9,61.5,3075.07,25.0,Medium
P1080,Low-rise,3143,Basic,4,Construction,775.26,1391.1,58.9,623.36,1396.41,61.95,42.5,68.8,25.5,25.8,2166.36,24.3,Medium
P1081,High-rise,8517,Silver,1,Construction,1265.25,898.05,73.6,217.17,133.33,144.36,46.6,20.7,5.5,59.5,2163.3,24.0,Medium
P1082,Low-rise,19181,Gold,1,Material Production,330.01,1682.46,73.2,970.59,172.18,69.52,46.5,16.8,5.8,79.3,2012.47,37.8,High
P1083,Low-rise,17758,None,3,End-of-life,465.42,1781.87,48.6,830.27,1442.24,205.4,0.4,44.7,4.1,26.1,2247.29,11.3,Low
P1084,Mid-rise,6060,Silver,3,Operation,331.84,1753.48,40.4,198.75,488.02,64.22,46.1,26.5,24.7,86.7,2085.32,25.4,Medium
P1085,Mid-rise,16392,Silver,4,Operation,1662.17,1825.7,68.8,209.58,1322.72,273.17,2.7,43.8,4.6,63.4,3487.87,34.6,Medium
P1086,High-rise,15031,None,1,Construction,1554.34,2861.5,51.7,635.03,644.31,84.58,13.3,21.3,33.7,91.3,4415.84,12.9,Low
P1087,Low-rise,17573,Silver,3,Operation,1555.96,2736.06,39.6,410.4,266.74,101.59,25.7,43.3,39.7,31.1,4292.02,30.5,Medium
P1088,Low-rise,4500,Basic,3,Operation,1489.39,2664.44,75.2,131.42,212.62,258.25,24.0,19.3,14.7,94.5,4153.83,17.8,Medium
P1089,Low-rise,14789,Silver,0,Material Production,1404.89,2463.83,39.9,587.48,319.11,148.37,30.2,3.6,18.1,68.3,3868.72,17.3,Medium
P1090,High-rise,17555,None,1,Construction,1058.59,2847.26,31.3,449.06,449.85,26.72,24.0,63.8,28.5,62.6,3905.85,7.0,Low
P1091,High-rise,8427,Silver,1,End-of-life,1356.1,565.94,31.0,190.97,783.93,158.48,46.7,61.8,37.5,58.6,1922.04,24.5,Medium
P1092,Mid-rise,16062,Basic,1,Construction,269.05,1015.83,61.1,821.73,1082.1,43.67,12.0,68.0,35.8,21.8,1284.88,17.2,Medium
P1093,Mid-rise,1671,Gold,4,Material Production,1318.64,1636.65,63.1,923.57,1480.96,295.9,13.7,50.2,2.3,90.5,2955.29,42.9,High
P1094,Mid-rise,12418,None,3,Operation,1600.18,2585.64,45.6,780.93,718.11,184.67,46.0,47.8,6.8,68.3,4185.82,12.0,Low
P1095,Low-rise,9635,Silver,3,End-of-life,1100.65,1663.95,46.0,840.18,825.46,91.83,3.8,39.1,30.2,26.9,2764.6,26.0,Medium
P1096,Low-rise,6842,Silver,4,Construction,843.52,2319.69,47.0,294.84,830.54,177.84,30.5,8.8,27.6,21.6,3163.21,32.5,Medium
P1097,Mid-rise,18333,Gold,1,Operation,699.37,675.19,64.0,337.22,855.21,41.52,34.1,13.2,5.3,23.8,1374.56,34.5,Medium
P1098,Low-rise,12429,Silver,4,Construction,1357.04,981.52,32.9,287.67,824.84,243.97,25.3,20.3,20.1,65.7,2338.56,29.2,Medium
P1099,Mid-rise,3039,Gold,2,End-of-life,1447.04,2275.8,76.5,788.56,112.28,279.09,34.7,62.3,31.2,66.1,3722.84,34.3,Medium
P1100,High-rise,4459,Gold,4,Construction,1767.74,744.78,41.1,953.13,102.41,264.84,8.6,12.1,8.8,57.5,2512.52,40.4,High
P1101,Mid-rise,13683,Platinum,0,Construction,816.2,1248.66,80.0,745.15,236.73,115.69,42.6,64.6,34.9,43.0,2064.86,39.1,High
P1102,High-rise,5932,Basic,4,Construction,1585.59,1015.14,38.6,893.32,242.18,111.22,7.0,36.6,2.1,59.9,2600.73,20.6,Medium
P1103,Low-rise,19245,Silver,1,Operation,1210.44,1244.63,68.6,674.83,1086.86,29.82,20.0,50.1,31.3,58.7,2455.07,26.5,Medium
P1104,Mid-rise,2253,Gold,1,End-of-life,1789.11,2212.47,41.2,448.89,386.88,202.39,3.8,7.7,24.6,21.5,4001.58,32.1,Medium
P1105,Low-rise,18822,Platinum,3,End-of-life,1150.06,1293.19,34.0,483.19,1352.6,169.77,27.3,18.8,12.6,41.2,2443.25,46.4,High
P1106,High-rise,10623,Platinum,1,Operation,1131.73,1799.21,73.7,167.79,1400.05,148.62,33.5,67.1,28.8,24.0,2930.94,46.9,High
P1107,High-rise,16876,Basic,3,Operation,1240.18,569.82,72.9,128.31,1466.25,274.14,47.1,18.6,31.3,87.5,1810.0,18.6,Medium
P1108,High-rise,7088,None,2,Operation,1548.77,2473.55,50.2,725.93,1414.71,67.01,37.0,20.8,37.4,74.4,4022.32,13.8,Low
P1109,Low-rise,6804,Silver,3,Material Production,1936.44,1298.7,65.1,494.59,480.64,22.71,27.1,13.8,14.7,94.7,3235.14,26.7,Medium
P1110,Low-rise,7845,Gold,1,Construction,332.41,2051.04,57.9,596.99,813.69,40.53,46.6,9.0,27.4,42.7,2383.45,32.1,Medium
P1111,Low-rise,15852,Silver,0,Construction,296.18,2258.55,72.6,601.9,345.64,82.54,23.9,16.3,24.1,85.9,2554.73,22.8,Medium
P1112,Low-rise,1097,Silver,1,End-of-life,1887.59,866.08,45.8,349.64,1228.69,29.32,28.1,45.0,21.0,65.2,2753.67,24.6,Medium
P1113,High-rise,19946,Gold,2,Construction,1153.78,2688.62,56.2,528.3,1343.8,160.8,29.8,31.9,35.6,54.0,3842.4,35.2,High
P1114,High-rise,2836,Basic,0,Material Production,1306.83,1963.81,54.3,523.68,1291.8,107.95,20.5,38.8,0.1,36.7,3270.64,7.2,Low
P1115,Mid-rise,10379,Platinum,1,Operation,1068.36,1457.56,47.7,449.58,706.71,70.54,41.9,8.6,11.3,75.4,2525.92,43.1,High
P1116,Mid-rise,1072,Silver,1,End-of-life,368.58,792.3,74.6,838.61,1162.14,230.02,9.3,56.1,21.5,87.8,1160.88,22.9,Medium
P1117,Low-rise,8021,Basic,0,End-of-life,1582.56,2844.21,38.3,506.05,236.61,77.25,27.7,54.9,7.1,37.6,4426.77,12.0,Low
P1118,High-rise,6671,Silver,2,Construction,1545.0,2338.68,37.5,643.28,156.34,212.53,36.1,1.5,36.3,33.2,3883.68,26.9,Medium
P1119,High-rise,18974,Gold,4,End-of-life,761.07,861.67,58.8,905.97,1154.53,117.79,45.2,26.8,25.9,72.2,1622.74,41.1,High
P1120,High-rise,14492,None,0,Operation,751.23,1211.82,62.9,879.61,695.5,163.31,44.2,4.8,19.1,93.3,1963.05,3.0,Low
P1121,Mid-rise,12361,None,2,End-of-life,1708.11,2486.12,39.7,901.38,1493.77,281.48,25.4,55.4,32.6,76.2,4194.23,15.0,Medium
P1122,Mid-rise,12964,Platinum,3,Operation,330.24,2178.33,49.5,343.0,236.16,30.46,32.2,51.6,18.0,41.3,2508.57,45.7,High
P1123,High-rise,2133,None,2,Material Production,1785.99,2367.62,77.3,131.48,1297.88,160.07,19.7,63.1,22.3,51.5,4153.61,13.5,Low
P1124,High-rise,18401,Silver,3,Material Production,661.99,1491.24,42.3,334.96,771.98,259.24,23.4,16.5,0.1,48.8,2153.23,26.5,Medium
P1125,High-rise,12985,Silver,2,Operation,1267.37,2234.49,63.4,350.84,1258.01,184.63,45.3,31.9,14.6,83.9,3501.86,26.7,Medium
P1126,Mid-rise,11349,Silver,2,Construction,1884.79,1343.53,67.0,918.42,1243.98,97.52,46.5,12.9,5.6,77.9,3228.32,27.2,Medium
P1127,High-rise,4148,Silver,0,End-of-life,1420.62,870.41,52.4,684.32,1382.39,131.35,44.8,26.0,27.6,64.2,2291.03,21.8,Medium
P1128,High-rise,15677,Basic,3,Construction,945.97,2008.23,76.9,173.53,516.99,210.47,6.9,36.6,19.2,40.6,2954.2,18.8,Medium
P1129,Low-rise,13640,Silver,3,End-of-life,1441.16,2935.24,66.8,221.84,1429.72,269.43,42.5,3.7,12.1,90.3,4376.4,28.6,Medium
P1130,Low-rise,18421,Basic,0,Material Production,819.16,1138.62,52.9,240.11,312.33,31.5,47.4,50.0,18.7,69.0,1957.78,9.6,Low
P1131,Mid-rise,14857,Gold,1,Material Production,699.07,1544.62,58.5,667.38,214.76,40.03,18.1,38.0,8.4,92.8,2243.69,34.2,Medium
P1132,High-rise,13868,None,4,Material Production,1994.03,2119.8,64.6,761.87,704.26,111.01,25.9,58.0,37.0,63.5,4113.83,18.4,Medium
P1133,High-rise,3637,Silver,2,End-of-life,1551.42,1762.07,59.6,873.68,1259.65,85.18,39.0,19.0,2.2,81.6,3313.49,25.8,Medium
P1134,Low-rise,597,None,2,Material Production,1360.5,2577.26,73.9,946.57,762.79,94.18,28.1,63.2,34.6,81.0,3937.76,9.2,Low
P1135,Mid-rise,11907,Basic,4,Material Production,839.52,2356.71,47.8,281.53,1261.0,81.96,49.7,69.9,20.5,45.3,3196.23,24.0,Medium
P1136,Low-rise,13222,Basic,3,Material Production,288.49,457.4,45.0,378.8,1121.56,74.83,22.8,64.4,24.8,92.3,745.89,15.9,Medium
P1137,Low-rise,13424,None,2,Material Production,255.9,2995.74,40.7,316.29,393.2,56.57,35.7,54.5,12.1,21.6,3251.64,11.0,Low
P1138,Low-rise,4250,Gold,3,Construction,1197.53,2331.49,31.9,422.89,1428.43,281.51,39.6,56.9,38.7,77.7,3529.02,36.3,High
P1139,Low-rise,9035,Basic,4,Material Production,1571.66,2632.54,32.2,923.2,185.09,60.37,24.7,40.2,11.3,92.4,4204.2,19.1,Medium
P1140,High-rise,5166,Platinum,2,Material Production,1167.28,2058.23,73.5,617.6,1357.59,77.23,42.8,13.3,23.6,45.4,3225.51,45.2,High
P1141,High-rise,16509,Platinum,2,Construction,1713.41,2611.97,63.9,764.37,526.22,88.95,27.3,47.4,39.7,68.6,4325.38,47.5,High
P1142,Low-rise,17494,Silver,1,Construction,260.17,603.43,63.0,541.11,800.21,281.24,20.6,49.9,35.2,62.2,863.6,26.4,Medium
P1143,Mid-rise,2227,None,4,End-of-life,860.15,1238.89,60.7,125.97,691.29,231.6,5.4,69.0,21.5,77.1,2099.04,17.5,Medium
P1144,Mid-rise,2354,Basic,3,Operation,626.73,2666.34,72.5,157.78,340.57,241.12,19.7,37.9,39.6,85.0,3293.07,20.9,Medium
P1145,Mid-rise,11300,Gold,0,Material Production,1005.09,844.47,54.0,584.13,601.41,49.33,36.7,19.0,28.1,65.2,1849.56,30.2,Medium
P1146,Mid-rise,5555,Basic,4,Material Production,330.28,511.25,73.5,746.91,370.11,254.17,46.1,47.9,8.3,81.2,841.53,23.3,Medium
P1147,Low-rise,10771,None,2,Material Production,1917.44,2427.92,48.0,293.8,385.44,134.29,12.6,68.6,16.2,43.4,4345.36,13.8,Low
P1148,High-rise,19208,Silver,0,End-of-life,601.86,2555.81,76.3,749.72,361.88,93.59,17.8,12.4,13.4,37.1,3157.67,21.5,Medium
P1149,Mid-rise,13319,Gold,2,Material Production,1860.15,739.16,64.9,829.6,784.62,181.21,7.7,22.8,13.8,52.3,2599.31,36.5,High
P1150,Low-rise,9869,Gold,2,Operation,966.61,2606.73,42.9,470.71,1217.1,250.21,34.5,37.9,30.4,70.8,3573.34,34.5,Medium
P1151,Mid-rise,9783,None,4,Construction,1973.94,2154.27,58.2,771.78,896.56,238.02,48.0,11.9,23.4,34.0,4128.21,14.6,Low
P1152,Mid-rise,13671,Gold,1,End-of-life,1197.31,1704.22,56.7,463.63,1350.49,269.2,32.0,1.6,1.5,71.0,2901.53,35.8,High
P1153,Low-rise,6274,Basic,4,Construction,1875.5,2541.68,36.9,710.52,991.16,279.88,30.9,23.6,35.1,49.6,4417.18,23.3,Medium
P1154,High-rise,7019,Basic,2,Material Production,209.63,1431.97,59.6,787.6,1065.08,86.67,27.7,60.6,11.9,79.7,1641.6,16.8,Medium
P1155,High-rise,11483,Platinum,0,Material Production,1546.83,823.78,45.7,992.73,1034.65,138.68,4.4,3.0,39.9,22.8,2370.61,42.3,High
P1156,Low-rise,18633,Basic,4,Material Production,1825.49,1069.1,32.6,410.86,729.24,24.1,36.5,30.0,38.2,70.1,2894.59,19.4,Medium
P1157,High-rise,15439,Basic,2,Operation,451.5,1663.94,77.4,469.94,1065.07,266.21,30.1,53.4,37.6,68.7,2115.44,17.0,Medium
P1158,Low-rise,1281,None,1,Operation,373.03,1734.59,62.1,249.06,197.59,63.28,33.1,66.7,32.4,90.6,2107.62,12.8,Low
P1159,Low-rise,16782,Platinum,2,End-of-life,964.23,2475.07,73.8,283.67,1303.79,261.21,44.9,69.0,8.8,73.5,3439.3,48.7,High
P1160,Low-rise,7323,Gold,4,Construction,1880.62,2436.65,63.8,724.06,1188.94,112.23,39.2,29.5,21.3,79.7,4317.27,39.8,High
P1161,High-rise,18989,Silver,1,Material Production,1176.3,1869.69,47.8,925.34,443.32,123.08,39.0,66.5,9.0,87.8,3045.99,25.9,Medium
P1162,Low-rise,7693,Gold,0,Material Production,1149.42,2408.12,55.6,455.14,1175.25,30.96,46.4,2.5,10.4,70.6,3557.54,30.7,Medium
P1163,Mid-rise,2613,None,0,Material Production,454.03,817.79,63.8,261.86,117.7,111.53,49.5,52.2,24.4,41.8,1271.82,4.3,Low
P1164,High-rise,16780,Silver,1,Material Production,201.42,435.17,78.0,356.59,404.15,268.74,29.1,45.0,1.6,85.2,636.59,23.7,Medium
P1165,High-rise,14065,Basic,3,Operation,1658.25,2658.81,42.7,509.55,191.19,27.15,5.4,17.5,38.8,76.1,4317.06,16.5,Medium
P1166,High-rise,10683,None,2,Construction,357.63,504.0,73.7,361.59,1192.32,133.77,23.0,35.5,36.7,51.8,861.63,12.9,Low
P1167,High-rise,18461,Silver,1,Construction,1340.93,966.06,76.2,310.22,1158.22,28.79,39.4,9.1,15.2,73.3,2306.99,26.0,Medium
P1168,Mid-rise,9703,Platinum,0,End-of-life,1846.31,2177.36,63.5,762.39,1239.09,123.86,1.4,61.0,20.6,85.1,4023.67,38.0,High
P1169,High-rise,19158,None,1,Operation,575.57,1405.51,76.6,107.06,106.27,68.34,2.8,25.1,18.6,93.2,1981.08,11.5,Low
P1170,High-rise,16295,Basic,4,Material Production,1397.49,2666.05,49.9,585.31,801.73,90.62,3.4,43.8,35.3,91.4,4063.54,19.7,Medium
P1171,Low-rise,19310,Basic,1,Construction,341.66,1104.55,77.7,814.39,1086.77,265.73,36.6,11.1,27.5,44.4,1446.21,17.1,Medium
P1172,High-rise,13989,Basic,4,Construction,1286.76,332.05,65.1,339.61,317.56,142.09,25.1,14.4,11.1,51.6,1618.81,22.6,Medium
